Date,Time,Club,Club Head Speed (mph),Ball Speed (mph),Launch Angle (deg),Launch Direction (deg),Total Spin (rpm),Carry Distance (yd),Total Distance (yd),Smash Factor,Accuracy (yd),Peak Height (yd)
"2024-10-01","18:42:43","8H","94.9","123.6","19.7","-9.1","6489","137.3","140.4","1.302","13.0","74.9"
"2024-04-13","18:23:17","PW","81.1","100.2","45.1","-3.7","9596","131.1","132.4","1.236","-13.5","68.7"
"2024-12-08","17:10:27","3H","86.8","121.1","19.2","3.4","3579","176.3","177.0","1.395","2.3","116.0"
"2024-02-07","06:37:03","Driver","109.7","160.3","11.2","-10.5","4215","250.1","256.2","1.462","18.4","151.6"
"2024-04-04","12:23:31","5W","91.8","129.3","21.0","1.4","4897","202.1","197.7","1.409","-6.9","145.5"
"2024-09-23","07:41:58","5W","95.4","135.7","14.2","-6.0","4708","185.9","187.2","1.422","9.8","94.9"
"2024-01-02","07:32:22","LW","63.9","72.0","57.2","13.8","10855","80.1","85.3","1.126","15.4","44.4"
"2024-02-06","13:25:40","5W","102.5","143.7","20.7","-1.7","4798","230.8","236.8","1.402","-1.3","140.7"
"2024-02-22","14:40:40","PW","75.6","91.8","46.0","-4.9","8051","122.5","129.2","1.214","3.1","94.7"
"2024-11-26","06:33:47","GW","72.8","86.1","54.8","-1.5","10341","101.8","108.2","1.182","1.4","64.4"
"2024-03-14","12:10:56","9H","90.5","120.2","21.5","6.5","5607","151.5","157.1","1.328","2.8","79.5"
"2024-12-18","19:05:04","3W","93.8","131.9","14.4","-7.6","3110","184.1","182.7","1.406","-4.8","134.5"
"2024-12-08","14:46:14","3W","98.5","137.4","12.2","0.9","3133","229.8","238.4","1.395","-3.8","137.6"
"2024-12-04","09:47:42","GW","71.3","83.9","53.9","7.3","10367","103.5","101.2","1.177","-9.0","57.9"
"2024-04-04","13:21:42","8H","90.2","119.5","17.8","-6.9","6429","149.5","154.9","1.326","2.1","96.1"
"2024-08-12","15:53:48","5H","91.4","123.4","21.1","-10.0","4678","170.3","171.8","1.350","0.6","121.3"
"2024-10-04","19:16:21","2H","92.5","126.2","16.2","15.0","4764","170.7","180.4","1.364","18.2","85.9"
"2024-11-21","19:45:08","4H","92.8","125.2","16.3","-6.4","4222","156.9","160.7","1.349","-3.7","92.9"
"2024-07-04","13:02:32","PW","81.8","100.5","41.9","-9.6","7824","122.7","131.6","1.229","15.9","92.6"
"2024-11-15","19:56:26","5H","90.2","119.4","18.1","-1.7","5207","163.1","167.5","1.324","10.0","120.1"
"2024-04-21","13:50:03","6H","87.2","113.6","18.5","-2.8","5566","167.4","171.7","1.303","-18.0","130.5"
"2024-10-02","07:14:44","9H","92.5","121.3","23.1","-1.1","6155","150.7","153.8","1.311","14.3","78.3"
"2024-07-15","17:25:15","PW","74.0","91.3","46.6","9.1","9876","130.0","135.7","1.234","-5.5","85.3"
"2024-05-23","13:24:48","7H","92.4","120.6","19.9","-1.1","6471","152.6","156.5","1.305","10.6","113.3"
"2024-10-03","15:56:20","6H","90.3","119.3","19.8","8.3","4622","159.6","160.3","1.322","0.5","125.2"
"2024-09-22","13:19:13","8H","84.5","110.7","19.7","1.8","6358","158.0","153.8","1.310","-6.4","98.3"
"2024-10-14","10:00:03","5W","100.0","140.5","16.4","-1.0","3019","244.3","243.3","1.405","-19.7","159.2"
"2024-12-06","15:29:05","8H","93.0","124.0","19.9","-11.0","5746","146.1","144.3","1.333","14.8","105.6"
"2024-02-15","19:04:21","4H","87.5","117.9","20.8","14.7","4108","170.0","172.4","1.348","-2.9","90.7"
"2024-01-10","13:22:46","2H","92.3","127.7","18.7","-3.3","5394","183.9","187.2","1.384","12.8","107.4"
"2024-11-13","11:44:50","PW","75.9","91.5","41.9","-6.5","7664","116.9","121.5","1.206","8.8","62.0"
"2024-08-08","08:32:52","LW","68.5","75.7","51.4","3.0","10903","74.9","74.7","1.105","2.3","43.8"
"2024-01-02","19:05:19","PW","77.3","95.8","40.3","-7.7","9773","128.2","128.1","1.239","16.0","81.6"
"2024-06-24","13:44:20","5W","98.1","140.2","12.1","13.3","3113","185.9","182.6","1.430","13.3","129.7"
"2024-07-24","15:23:17","GW","76.0","87.8","52.9","-4.1","9807","97.1","99.5","1.154","0.0","65.8"
"2024-02-28","16:05:35","PW","80.3","100.1","46.0","-10.6","8846","133.3","142.8","1.247","-1.4","83.1"
"2024-03-23","12:34:45","SW","68.7","82.2","53.3","12.5","9977","112.0","116.8","1.197","19.5","64.2"
"2024-08-02","13:42:09","5W","97.4","135.1","21.3","14.0","4454","231.0","234.2","1.388","5.4","151.9"
"2024-02-26","07:40:23","PW","81.1","100.2","43.9","-1.6","8890","126.4","131.0","1.235","-19.3","88.2"
"2024-01-07","10:40:54","6H","92.5","121.8","17.0","5.2","6199","141.2","150.7","1.317","-14.6","112.4"
"2024-09-14","19:25:39","8H","84.8","111.6","21.7","-1.9","5759","162.2","163.1","1.316","12.6","123.9"
"2024-10-14","14:34:26","4H","93.1","125.0","22.0","-8.8","5014","179.2","188.5","1.342","-17.3","134.5"
"2024-01-10","12:09:53","LW","65.8","74.3","52.3","-0.3","10709","72.6","77.9","1.129","9.3","53.2"
"2024-09-04","07:57:01","9H","92.5","123.0","16.4","3.4","5850","167.6","176.6","1.330","-11.0","103.8"
"2024-04-12","18:17:16","6H","85.3","111.8","20.8","7.1","5775","163.2","158.8","1.312","5.2","126.1"
"2024-11-13","08:08:29","8H","85.0","112.3","17.1","-11.8","4783","176.3","179.5","1.321","-19.1","126.3"
"2024-06-24","11:29:31","8H","89.9","118.6","20.7","-0.3","5520","153.9","156.0","1.319","-14.8","77.5"
"2024-03-01","07:13:00","PW","83.2","101.6","47.9","0.8","7706","131.8","129.5","1.222","8.6","73.8"
"2024-03-18","18:35:04","8H","93.7","124.3","16.5","0.5","6404","145.2","144.4","1.327","-15.0","76.3"
"2024-11-28","12:54:29","6H","92.7","121.3","23.6","-3.3","5411","153.2","154.7","1.309","-9.2","89.6"
"2024-10-25","18:20:11","LW","64.1","72.6","59.9","10.0","10769","81.3","79.8","1.132","18.2","53.4"
"2024-05-04","19:25:10","6H","89.5","118.6","21.8","-13.3","5541","133.8","134.8","1.325","6.7","87.4"
"2024-01-19","08:32:48","LW","66.6","75.9","54.9","-12.6","10110","89.5","98.6","1.139","13.0","49.3"
"2024-05-03","19:21:58","8H","88.4","116.8","23.6","7.1","6013","153.2","150.2","1.321","8.6","96.0"
"2024-06-26","19:12:33","3W","99.8","141.4","14.6","-6.3","4768","240.1","248.8","1.417","-7.7","133.0"
"2024-04-28","14:48:02","8H","90.1","117.9","16.8","-11.9","5805","170.7","176.3","1.309","-10.1","91.2"
"2024-10-22","07:07:50","6H","91.0","119.6","18.6","-7.7","4661","168.5","173.9","1.314","-15.0","125.3"
"2024-10-19","08:09:37","2H","90.7","124.7","20.8","1.8","3669","187.3","186.3","1.375","-17.6","108.4"
"2024-04-05","17:35:00","7H","83.2","110.2","21.5","11.1","4992","130.1","137.1","1.326","-4.6","88.3"
"2024-07-05","08:36:34","3H","91.2","124.8","19.2","-12.1","3841","187.5","184.3","1.369","-0.9","138.9"
"2024-12-13","10:03:03","7H","85.6","111.8","16.8","5.4","5268","172.5","182.2","1.306","9.7","116.9"
"2024-06-17","12:20:35","Driver","97.1","142.2","16.0","2.0","3725","260.5","264.0","1.466","0.4","182.1"
"2024-01-18","19:57:23","4H","90.5","120.7","15.1","7.5","5270","153.3","149.6","1.334","9.7","104.2"
"2024-07-12","08:47:54","9H","85.4","112.8","18.7","0.5","4915","155.9","154.8","1.321","-12.1","96.2"
"2024-02-08","10:45:05","5W","90.8","128.4","12.3","-9.1","3043","212.5","218.7","1.414","1.7","153.1"
"2024-03-03","07:02:14","5H","93.3","123.8","21.6","-13.0","4615","161.6","171.0","1.327","-0.7","84.7"
"2024-04-28","17:28:37","7H","84.6","110.1","17.5","-13.1","6195","153.7","150.6","1.302","0.8","111.7"
"2024-05-14","16:36:25","PW","74.3","92.0","41.2","3.9","9526","125.6","121.6","1.238","11.4","98.8"
"2024-12-16","12:08:54","3H","96.6","132.1","18.6","-2.3","4158","154.1","161.7","1.368","1.8","88.0"
"2024-09-14","16:20:49","GW","74.2","88.2","48.5","-12.4","9257","105.1","102.1","1.190","2.9","52.6"
"2024-12-20","19:45:53","LW","66.8","76.1","55.6","13.2","9884","81.0","77.9","1.139","4.9","59.2"
"2024-12-06","08:50:14","3H","90.4","125.0","19.3","-5.2","5484","181.6","191.5","1.383","9.7","142.6"
"2024-08-15","09:10:35","9H","92.7","121.6","22.3","10.6","6106","168.1","177.6","1.311","-16.3","87.7"
"2024-12-28","17:52:28","5W","90.6","125.3","16.1","8.8","4903","218.4","228.2","1.383","6.8","157.8"
"2024-09-16","10:12:47","9H","88.4","115.9","21.1","-1.1","5376","163.0","159.5","1.311","-15.9","124.6"
"2024-08-01","08:38:01","4H","96.5","129.7","18.8","14.0","3972","160.1","164.2","1.344","-17.7","123.2"
"2024-04-19","07:12:29","GW","73.2","86.2","52.5","5.1","10037","101.4","107.5","1.177","7.6","58.6"
"2024-04-11","18:10:37","7H","90.9","120.1","18.5","-4.3","5122","151.9","149.7","1.321","3.8","109.0"
"2024-04-22","08:03:03","Driver","109.6","161.2","19.1","-10.1","2595","293.6","302.3","1.470","-11.7","196.8"
"2024-10-09","17:31:47","SW","70.2","82.5","50.5","7.8","9952","97.9","104.1","1.175","-5.7","49.8"
"2024-02-13","09:00:02","Driver","111.5","161.9","14.7","8.0","4234","269.7","266.1","1.453","-12.4","203.6"
"2024-03-22","07:33:32","5H","90.0","122.3","18.5","8.9","4640","161.0","162.1","1.359","3.4","122.6"
"2024-10-22","19:11:52","PW","77.5","94.1","40.2","-7.3","9775","120.5","130.2","1.215","16.8","86.6"
"2024-10-10","09:49:25","3W","91.5","128.7","13.3","6.7","4332","215.1","216.9","1.406","4.0","169.2"
"2024-12-03","06:15:48","5W","91.4","129.4","18.9","-13.9","4276","212.2","221.1","1.415","6.2","123.8"
"2024-07-21","18:19:28","3H","100.5","136.0","20.9","-9.4","4053","206.9","213.8","1.354","13.9","107.2"
"2024-03-08","10:04:13","2H","92.8","129.2","19.3","7.2","3893","200.9","196.9","1.392","13.9","125.8"
"2024-10-06","17:01:13","3H","95.3","129.4","21.5","10.1","4672","199.6","196.2","1.358","-10.7","148.7"
"2024-03-02","11:38:58","PW","76.8","92.9","44.7","-13.6","9375","132.1","130.0","1.211","-16.5","76.0"
"2024-02-08","11:16:02","5W","87.6","125.0","18.7","-4.6","3361","221.1","219.6","1.427","18.4","161.1"
"2024-04-01","10:08:42","5H","93.0","125.3","19.4","4.5","4871","144.2","139.4","1.347","-10.1","72.3"
"2024-04-21","12:24:31","6H","86.7","113.3","18.0","1.8","4819","150.1","148.3","1.307","4.0","83.0"
"2024-11-02","11:31:53","2H","92.7","125.5","15.6","-6.6","4509","179.1","187.7","1.354","15.1","121.7"
"2024-12-24","18:58:52","9H","87.4","114.3","19.5","-9.2","5046","128.6","134.3","1.308","-15.4","87.2"
"2024-03-09","09:20:44","3H","96.0","132.0","17.1","9.0","4297","183.8","188.6","1.375","15.5","108.4"
"2024-11-03","10:33:10","LW","68.9","76.2","57.4","4.7","9904","74.2","83.5","1.106","19.4","39.1"
"2024-11-23","06:26:21","2H","86.5","121.0","14.0","4.7","4958","201.1","210.8","1.398","-14.9","158.7"
"2024-01-14","15:53:05","6H","84.5","110.6","19.6","-14.9","6314","138.2","141.8","1.308","1.6","91.6"
"2024-10-04","14:11:31","8H","86.1","114.9","22.7","-7.5","6305","128.0","131.8","1.335","7.6","89.8"
"2024-01-09","15:58:06","3H","94.6","128.0","15.7","-5.7","4948","188.6","188.3","1.353","-13.1","98.2"
"2024-10-03","11:47:14","7H","88.1","115.4","22.4","-1.7","5693","137.6","136.0","1.310","-13.7","70.2"
"2024-06-23","08:41:46","SW","72.2","84.8","48.8","-2.7","9503","105.1","106.4","1.175","16.1","82.1"
"2024-05-25","12:27:54","7H","85.0","110.9","23.3","3.5","5960","130.1","140.1","1.304","6.5","89.4"
"2024-06-11","13:23:25","SW","75.5","89.4","53.9","10.0","9440","98.3","101.6","1.185","6.6","50.9"
"2024-07-04","09:32:39","6H","92.2","119.9","17.4","-12.2","5979","166.9","172.9","1.300","12.1","124.7"
"2024-10-04","08:58:19","9H","93.2","124.1","17.5","5.0","4958","163.3","163.5","1.332","14.1","98.7"
"2024-09-28","08:30:47","3H","91.1","126.3","16.4","-9.8","5213","196.8","195.9","1.386","7.3","151.4"
"2024-08-01","18:36:07","SW","71.7","85.0","48.7","-1.5","9227","95.5","93.0","1.186","-10.6","61.9"
"2024-04-23","06:09:28","4H","86.8","117.0","21.2","-12.3","4288","169.8","166.7","1.348","-2.7","130.2"
"2024-07-09","14:28:47","2H","97.6","134.5","15.9","12.3","4987","157.6","166.7","1.378","3.1","103.5"
"2024-10-06","19:36:46","LW","69.8","76.8","57.5","13.9","9609","66.0","63.4","1.100","-5.5","34.1"
"2024-12-03","10:26:29","Driver","103.2","153.0","14.0","-9.3","3285","295.3","301.0","1.483","-16.2","193.4"
"2024-04-28","09:07:13","3H","95.2","130.6","20.5","2.7","4809","213.6","219.7","1.371","-14.4","122.7"
"2024-09-18","19:01:08","3H","99.7","137.4","16.2","6.8","4375","178.5","182.0","1.379","-9.6","91.9"
"2024-06-05","14:39:14","4H","96.4","127.5","20.3","1.4","4233","156.0","163.7","1.322","4.9","114.0"
"2024-11-18","06:21:48","5H","92.2","122.8","17.8","9.7","4194","158.9","168.8","1.331","0.8","112.9"
"2024-03-27","19:01:37","3H","92.1","128.9","20.6","5.4","5232","180.8","176.8","1.399","-13.4","106.4"
"2024-06-05","10:09:29","5H","93.1","123.7","18.3","1.0","4602","161.8","163.1","1.329","-14.9","96.6"
"2024-06-06","13:54:40","6H","83.5","111.5","20.7","7.5","6200","137.3","134.6","1.336","10.3","81.1"
"2024-12-26","12:36:47","5H","90.1","119.8","15.1","13.3","5521","188.9","186.2","1.330","-15.4","134.5"
"2024-04-23","12:53:07","3W","91.8","130.6","21.0","7.2","4516","192.5","195.0","1.423","10.6","141.6"
"2024-07-19","12:36:22","8H","88.1","116.5","23.2","10.4","5110","154.6","154.6","1.322","-17.4","78.9"
"2024-06-19","15:47:38","Driver","106.9","155.4","15.2","10.2","3362","239.7","236.3","1.453","1.8","159.1"
"2024-11-09","14:29:41","3H","89.9","124.1","19.0","-0.6","4078","188.4","189.6","1.381","-15.9","139.4"
"2024-12-14","13:26:12","Driver","102.5","152.5","13.0","-9.6","2230","224.6","226.9","1.488","-15.4","123.8"
"2024-06-11","18:37:45","9H","88.5","117.7","16.9","-9.9","6276","146.7","155.9","1.330","-18.1","101.4"
"2024-01-20","19:05:40","7H","93.4","123.1","18.1","-14.9","6325","142.2","140.5","1.318","18.7","75.9"
"2024-08-09","06:08:36","5W","98.7","140.0","17.0","-9.6","4325","221.6","223.9","1.418","-1.8","130.3"
"2024-07-23","13:55:13","SW","71.3","83.3","51.6","13.7","9151","105.4","101.7","1.168","8.1","66.3"
"2024-11-01","17:37:20","7H","93.0","121.4","18.9","9.2","4623","136.5","134.3","1.305","-3.1","96.0"
"2024-09-22","07:21:53","9H","86.0","113.3","18.3","-14.2","5038","129.1","127.8","1.317","-12.3","84.6"
"2024-12-26","09:22:29","5H","97.9","129.9","17.7","0.3","4398","141.0","139.5","1.326","-5.9","92.0"
"2024-11-06","08:06:52","PW","77.9","96.1","46.6","-12.2","9023","137.2","141.6","1.234","-10.0","87.8"
"2024-06-05","12:25:44","SW","67.0","80.1","46.2","3.5","8578","107.6","112.0","1.196","5.8","61.6"
"2024-02-18","11:55:41","GW","75.1","89.6","52.5","-9.3","8630","95.7","93.6","1.193","-19.2","70.0"
"2024-08-05","07:13:10","2H","95.7","131.5","16.0","-13.1","5160","183.6","188.6","1.375","1.0","104.3"
"2024-04-26","06:51:51","3W","103.6","145.0","18.0","-1.7","3976","246.7","250.4","1.399","-3.4","188.2"
"2024-11-12","08:27:20","SW","67.7","80.4","49.2","4.2","9276","110.0","115.4","1.187","2.2","71.6"
"2024-12-13","09:00:30","5W","99.0","139.0","14.2","-8.7","3896","194.6","194.3","1.404","-15.7","117.1"
"2024-11-25","18:19:33","LW","66.4","73.3","50.8","-8.6","10983","68.8","77.7","1.105","-14.6","45.1"
"2024-04-20","07:25:33","SW","73.1","86.3","53.6","-11.8","9187","103.3","99.0","1.182","-14.2","55.0"
"2024-08-11","19:29:53","LW","63.8","70.5","58.3","5.5","10615","73.1","75.9","1.106","-2.4","48.8"
"2024-06-24","16:38:46","5W","100.4","140.9","13.2","-3.3","4080","227.7","228.4","1.403","-11.7","152.5"
"2024-07-03","11:09:15","9H","92.0","120.9","22.0","3.1","5618","160.9","164.8","1.315","-1.3","116.6"
"2024-08-26","19:20:03","Driver","112.9","166.3","10.5","-2.7","2619","253.3","250.0","1.473","-15.8","149.2"
"2024-05-27","06:59:02","7H","92.4","123.6","21.2","14.6","5811","142.3","150.4","1.337","-13.7","95.7"
"2024-10-23","11:09:16","9H","84.6","112.8","22.7","-9.7","4681","151.1","150.1","1.333","-10.9","96.8"
"2024-04-01","07:56:33","7H","88.6","116.3","16.3","-14.7","4767","134.6","133.0","1.313","13.0","97.7"
"2024-12-20","07:15:28","7H","92.1","121.7","19.4","-1.2","6241","144.0","140.2","1.320","-12.9","98.1"
"2024-01-09","18:25:55","3H","94.0","129.4","21.1","-11.0","3580","202.2","199.6","1.376","16.2","119.8"
"2024-02-09","11:21:22","9H","92.3","121.6","18.5","11.8","6284","181.0","187.1","1.317","19.1","141.0"
"2024-06-21","10:30:14","6H","87.5","115.2","16.9","7.4","6215","154.7","153.2","1.317","17.1","121.8"
"2024-03-27","17:33:51","GW","76.3","89.9","54.8","-3.9","9776","92.0","92.9","1.178","-2.5","48.2"
"2024-07-15","16:17:50","3W","90.1","127.9","16.2","1.8","3065","205.0","204.3","1.419","13.9","119.2"
"2024-03-11","12:55:26","2H","98.9","134.1","18.8","-10.6","4128","192.7","195.0","1.356","17.0","133.1"
"2024-11-09","19:19:33","GW","69.4","82.5","54.8","-5.8","9326","106.3","102.5","1.189","-11.2","79.9"
"2024-11-24","11:06:35","Driver","95.7","141.7","17.1","6.6","3314","254.4","253.3","1.481","-7.7","184.7"
"2024-11-28","14:39:02","SW","74.0","88.4","54.7","9.1","8883","86.6","94.7","1.195","-11.9","64.2"
"2024-11-14","17:09:29","5W","93.2","130.4","20.1","13.7","4191","200.2","204.7","1.399","-14.4","114.1"
"2024-08-27","12:31:02","Driver","107.6","161.0","17.5","8.3","2789","260.6","262.2","1.496","20.0","135.3"
"2024-11-09","07:16:06","6H","86.2","113.6","24.0","-0.5","6399","173.1","180.6","1.318","7.9","103.8"
"2024-03-22","09:04:03","GW","72.7","85.0","54.0","-4.0","9726","94.4","99.0","1.169","-16.3","63.6"
"2024-06-08","13:35:33","5W","101.7","144.1","17.6","4.2","4862","197.8","205.5","1.417","10.7","109.0"
"2024-05-10","08:44:06","PW","75.9","93.9","41.5","-9.6","9201","137.1","138.2","1.237","3.4","76.2"
"2024-01-20","16:11:53","7H","87.7","115.3","20.2","4.7","5965","176.1","172.5","1.314","12.2","100.4"
"2024-12-14","19:28:52","5W","95.0","131.3","17.3","8.4","3701","199.9","195.5","1.382","13.7","108.2"
"2024-04-21","18:15:08","Driver","97.9","143.8","13.3","14.1","4202","261.1","267.9","1.470","-11.0","147.7"
"2024-04-07","07:42:12","5H","89.6","118.9","17.4","-9.1","5321","163.2","172.7","1.327","-0.8","88.6"
"2024-02-13","11:40:01","SW","68.5","80.9","45.0","5.9","8605","87.0","91.3","1.180","-11.1","63.4"
"2024-07-01","16:36:44","5H","85.7","115.2","15.9","12.2","5445","168.2","176.1","1.344","-11.3","115.1"
"2024-06-26","18:20:17","2H","100.1","136.4","21.0","-8.3","5256","187.3","185.3","1.363","-18.5","101.5"
"2024-11-24","14:15:48","3W","92.3","130.0","17.8","4.7","4722","209.7","217.2","1.408","-7.5","163.3"
"2024-01-19","15:05:03","9H","82.9","110.9","20.8","12.1","4783","138.4","135.9","1.337","-6.6","87.6"
"2024-04-26","12:50:07","5H","91.5","121.7","21.7","-6.1","4060","189.5","198.3","1.330","-9.5","137.8"
"2024-11-14","14:08:52","3H","93.4","130.3","19.0","5.9","5191","181.2","186.6","1.395","2.4","99.3"
"2024-11-23","18:09:02","3W","98.7","139.9","16.3","9.8","4997","223.7","229.9","1.416","10.2","151.6"
"2024-12-16","13:23:32","5H","87.2","117.7","16.0","-9.2","5166","144.1","145.8","1.350","12.0","103.4"
"2024-01-07","10:21:19","2H","94.6","129.7","16.2","0.5","4992","200.5","206.1","1.371","2.3","116.8"
"2024-01-07","16:51:05","LW","66.1","73.7","56.5","0.7","10894","81.9","89.7","1.115","10.8","49.4"
"2024-07-07","18:45:01","3W","104.7","144.8","15.2","7.8","4984","197.8","202.1","1.384","17.5","144.4"
"2024-02-14","06:18:00","4H","94.2","126.4","18.8","2.3","4508","148.8","151.4","1.341","12.2","105.5"
"2024-04-02","18:40:41","LW","65.9","73.8","59.2","-1.4","10785","72.8","74.2","1.120","18.5","47.6"
"2024-12-16","08:15:04","5H","92.6","125.7","16.6","13.8","4999","173.8","170.5","1.357","11.6","95.4"
"2024-08-08","10:19:05","6H","89.1","119.1","22.8","14.4","5098","150.9","158.4","1.337","-6.1","99.0"
"2024-10-09","17:07:11","LW","66.6","75.1","56.6","6.3","10748","78.9","78.1","1.128","9.1","60.6"
"2024-08-09","14:35:20","3H","87.4","121.5","16.7","7.9","4565","167.9","165.5","1.390","-1.1","131.3"
"2024-12-27","11:03:12","5H","90.6","122.3","19.7","10.7","5535","162.8","165.8","1.351","-15.3","112.8"
"2024-09-05","17:02:29","LW","67.6","75.4","58.7","12.2","10544","88.5","84.7","1.116","9.7","66.6"
"2024-03-14","06:18:11","9H","89.8","118.0","19.7","3.0","5632","150.8","160.4","1.314","16.6","96.0"
"2024-12-27","11:27:05","9H","88.4","116.5","21.5","5.4","5287","155.3","159.3","1.318","18.5","103.9"
"2024-05-23","06:11:41","2H","96.8","134.7","21.2","5.0","4469","203.3","210.5","1.392","-8.3","124.6"
"2024-01-04","15:18:58","SW","68.4","81.7","54.4","-12.5","8773","99.3","101.6","1.195","6.1","53.8"
"2024-09-09","11:34:30","5W","95.4","135.4","20.6","-2.8","4742","197.7","198.8","1.420","-19.8","119.1"
"2024-12-14","17:38:18","SW","71.1","84.6","52.3","-5.1","8697","114.9","116.1","1.190","-12.8","70.4"
"2024-07-05","14:25:55","4H","95.9","127.7","20.9","-2.6","3995","178.6","180.6","1.331","-7.0","140.0"
"2024-02-25","16:31:02","7H","84.2","112.1","16.5","-6.1","6387","163.9","168.7","1.332","12.4","106.5"
"2024-06-02","07:03:02","7H","84.2","110.4","19.9","2.7","5204","186.3","188.9","1.311","12.9","143.5"
"2024-04-26","11:50:39","Driver","115.1","170.0","20.7","0.2","3660","231.7","240.3","1.476","16.6","148.4"
"2024-01-20","16:04:04","4H","87.9","119.4","22.8","10.3","3855","177.1","186.1","1.358","12.6","107.3"
"2024-07-24","07:33:53","3W","95.4","135.0","21.2","-14.2","4358","178.3","183.3","1.415","-15.9","130.2"
"2024-01-14","19:43:58","8H","88.5","117.1","23.9","8.5","5248","167.9","171.9","1.323","-0.9","109.0"
"2024-08-12","13:00:32","3W","92.7","128.8","19.7","-9.6","3071","199.8","201.6","1.390","6.5","128.8"
"2024-11-16","19:14:37","8H","92.9","124.1","19.8","-4.9","6119","134.6","137.8","1.337","13.6","95.3"
"2024-01-09","13:36:25","5W","100.1","141.2","18.3","5.9","4527","216.4","211.9","1.410","8.5","140.8"
"2024-01-06","11:17:16","5W","99.9","139.3","14.5","-1.8","4220","215.2","215.1","1.394","-2.9","109.8"
"2024-10-02","16:10:04","6H","89.0","116.4","18.5","6.2","5928","142.1","139.0","1.307","9.4","103.9"
"2024-02-20","08:45:42","Driver","111.1","161.9","16.9","11.1","4118","273.7","272.4","1.457","-18.4","160.4"
"2024-04-28","14:08:03","PW","79.2","96.1","44.3","-9.5","9737","137.5","136.3","1.213","9.8","101.6"
"2024-01-09","09:42:04","7H","91.4","119.0","23.2","2.8","6121","144.3","149.2","1.301","-16.8","98.1"
"2024-09-21","16:09:24","3H","87.1","121.8","20.1","-0.8","3971","189.3","190.5","1.398","7.9","108.4"
"2024-04-04","09:05:53","3W","100.2","140.2","18.2","6.2","3177","208.7","211.8","1.399","-6.6","142.7"
"2024-09-23","13:23:21","SW","70.3","84.2","46.6","4.7","10158","99.7","102.2","1.198","-8.3","79.1"
"2024-11-07","18:26:17","3H","93.7","127.3","16.2","14.0","4619","193.8","202.4","1.359","4.2","101.1"
"2024-02-15","06:27:07","2H","92.2","127.5","16.2","9.5","4120","197.8","197.7","1.383","19.3","144.5"
"2024-10-15","07:03:11","PW","75.2","91.8","45.8","-4.3","9356","118.9","120.4","1.221","-13.7","86.1"
"2024-08-01","11:28:12","7H","91.3","121.4","17.7","12.6","5349","160.9","163.4","1.329","-18.0","81.9"
"2024-04-12","13:29:12","SW","72.5","85.2","51.2","2.9","10419","94.4","100.9","1.175","-19.8","69.9"
"2024-03-13","18:01:56","9H","90.1","118.2","22.9","0.4","5689","170.2","178.4","1.312","-6.7","90.0"
"2024-03-03","09:00:46","3W","94.5","133.1","12.8","0.3","3949","198.5","197.7","1.408","9.6","119.1"
"2024-06-03","18:20:24","5H","90.0","121.8","18.6","-5.8","4194","169.9","165.8","1.354","1.1","113.5"
"2024-10-04","16:24:41","PW","83.2","100.0","40.7","-7.5","7507","121.8","124.9","1.202","1.1","92.9"
"2024-04-11","11:13:54","2H","89.3","122.6","21.6","-1.5","4329","163.1","171.8","1.374","10.2","112.7"
"2024-07-25","16:42:03","4H","97.6","128.9","18.2","-8.5","5478","163.1","164.3","1.321","17.2","125.7"
"2024-06-27","19:08:49","5W","98.5","139.0","19.5","11.8","4487","183.5","180.0","1.411","16.5","117.1"
"2024-06-24","17:08:49","3H","98.3","135.3","20.6","-12.3","4506","188.4","188.5","1.376","9.9","148.4"
"2024-09-11","11:07:39","Driver","102.4","152.5","12.6","13.7","3813","280.7","279.9","1.489","-9.9","167.1"
"2024-05-28","18:21:00","7H","88.5","116.8","17.3","2.6","4869","151.3","158.9","1.320","8.1","103.3"
"2024-03-05","11:15:00","PW","81.2","100.6","40.3","-6.2","9763","115.2","110.6","1.239","2.3","72.8"
"2024-01-23","15:26:13","Driver","101.8","149.7","21.5","-10.8","4161","240.0","247.0","1.470","-8.7","179.8"
"2024-11-27","09:45:58","9H","85.9","112.0","22.7","4.2","5735","169.7","177.6","1.305","19.3","95.6"
"2024-11-17","19:30:45","9H","87.3","116.7","18.0","14.6","5755","139.5","135.1","1.337","19.3","92.2"
"2024-08-13","06:54:05","3H","89.0","123.9","20.8","7.3","3943","200.4","210.2","1.392","17.6","148.1"
"2024-07-25","17:20:03","9H","88.1","114.9","19.0","-9.4","5071","146.7","155.8","1.305","6.6","81.7"
"2024-02-10","14:09:38","LW","63.9","70.8","50.3","5.1","10051","86.9","88.8","1.108","-7.6","50.2"
"2024-04-06","18:52:24","4H","95.2","127.8","16.8","5.2","5166","151.7","157.2","1.343","6.5","101.0"
"2024-08-18","10:35:47","6H","85.0","112.3","17.7","-8.3","5472","139.6","134.8","1.321","10.4","95.5"
"2024-01-11","09:22:21","LW","68.4","75.9","57.3","-8.9","10530","75.2","82.2","1.110","-7.8","58.9"
"2024-07-04","17:02:09","SW","74.1","87.1","48.5","-11.8","8673","90.4","89.6","1.176","-1.7","48.4"
"2024-02-03","16:49:54","3W","89.8","128.4","15.9","-8.7","4362","203.5","207.7","1.430","5.0","137.3"
